-dumb	@	0.00042589877330499677
-dumb	,	0.0001348266002537255
-dumb	L	0.00026945114613441943
-dumb	~	0.0003987920871375834
-dumb	&	0.00019664056334983555
-dumb	S	0.0003201992885255695
-dumb	N	0.00030760712241735305
-dumb	A	0.00018249451753904963
-dumb	G	0.0003920789545019828
-dumb	$	9.2071715735437e-05
-dumb	V	8.318067754369738e-05
-dumb	R	0.00026753910490801084
-dumb	X	0.0004937660695327976
-dumb	E	0.00014106131247633145
-dumb	T	0.0003842741041766498
-dumb	M	0.0004690117780849039
-dumb	D	9.77567920083133e-05
-dumb	O	7.719272268254651e-05
-dumb	Z	6.930508143225329e-05
-dumb	!	0.00015769805306365366
-dumb	^	0.0005047673948341714
-dumb	U	0.00046194684355847115
-dumb	P	0.000374968624658431
-dumb	Y	8.046763877658553e-05
-dumb	#	5.225102701933721e-05
hospitality	@	0.00018480103371252144
hospitality	,	0.0002735274839007088
hospitality	L	0.00033496613703713025
hospitality	~	0.0005000785463257372
hospitality	&	3.0485421070610874e-05
hospitality	S	0.0002041827128522293
hospitality	N	0.00031112478067974836
hospitality	A	0.00043057307845134683
hospitality	G	0.00035580980377138144
hospitality	$	0.00011919790272692162
hospitality	V	0.00033587893794642925
hospitality	R	0.0002976010806280214
hospitality	X	0.0005156146013201826
hospitality	E	0.0004676876222445489
hospitality	T	0.00020597434218233115
hospitality	M	0.0004812588265494173
hospitality	D	0.0002804753302156738
hospitality	O	0.00034200263166781825
hospitality	Z	0.0005119348921079712
hospitality	!	0.0003572668316469386
hospitality	^	0.00014443056470721903
hospitality	U	0.00039890688831804096
hospitality	P	0.0005017565893666768
hospitality	Y	7.425626481391091e-05
hospitality	#	5.58292373259865e-05
compliments	@	0.0003708812135741602
compliments	,	0.0004475049045755439
compliments	L	0.00046721147893207324
compliments	~	0.0002994721765587612
compliments	&	0.00040551649045035245
compliments	S	0.00030156101059752237
compliments	N	0.00013758057475881074
compliments	A	0.0001658524424349568
compliments	G	6.82811069943603e-05
compliments	$	0.0002944133898252283
compliments	V	0.00018868719474891566
compliments	R	0.00013943045206934294
compliments	X	0.0004121197636930712
compliments	E	1.0892646340084827e-05
compliments	T	0.00044051790661162065
compliments	M	0.00027457218980599915
compliments	D	9.327053022025834e-05
compliments	O	0.0005199644066881245
compliments	Z	0.00023164963524262568
compliments	!	0.00048042823287021164
compliments	^	0.0004418155982265718
compliments	U	0.0004105083876022008
compliments	P	0.00011748946064144156
compliments	Y	0.00044459164109556616
compliments	#	0.0004215573787063102
there-	@	2.9838297877470365e-05
there-	,	7.082110559226705e-05
there-	L	0.00023409796812389732
there-	~	0.00017980985734891768
there-	&	0.00039679047044191606
there-	S	0.0002584532235272437
there-	N	0.0004149896551299306
there-	A	1.5050918907610066e-05
there-	G	0.0002708637642188264
there-	$	0.00018378463300359094
there-	V	0.0004618482150533716
there-	R	0.00024362875821276156
there-	X	0.0003441351518157841
there-	E	0.00035477310959582315
there-	T	0.0004983088333680324
there-	M	0.00020860641182002414
there-	D	0.000291571115527901
there-	O	0.00010636077888179525
there-	Z	0.00014597776378185546
there-	!	0.0004307130944203663
