-3	s0	5.33167505920376e-07
-3	s1	0.22750139325166602
-3	s2	1.498246284835081e-11
5	s0	6.190540177842699e-12
5	s1	1.2375570336990933e-11
5	s2	0.0344670130654828
-2	s0	6.417088323231273e-06
-2	s1	0.33655867400732925
-2	s2	7.18212009453936e-07
1	s0	0.11609716314018262
1	s1	0.0005197544624926426
1	s2	0.2468408586859204
6	s0	8.074000461079506e-12
6	s1	1.3315870500833517e-11
6	s2	0.043537279655771616
-1	s0	0.13773264711941385
-1	s1	0.24208280066482132
-1	s2	0.027097272454351895
3	s0	8.812768706276262e-12
3	s1	1.8846101452338864e-11
3	s2	0.21109852041845556
4	s0	6.466068170951277e-12
4	s1	1.3496041518456061e-11
4	s2	0.08669265334924436
-4	s0	6.608578339917127e-12
-4	s1	0.10151416782461593
-4	s2	1.2596284318589425e-11
-UNK-TOKEN-	s0	5.628249257873743e-12
-UNK-TOKEN-	s1	1.0640898094258617e-11
-UNK-TOKEN-	s2	9.547649046660801e-12
-5	s0	1.0547250703330345e-11
-5	s1	0.028517606810054014
-5	s2	8.482768770070332e-11
0	s0	0.7461626589274122
0	s1	0.01748453656329745
0	s2	0.06274998482985193
-6	s0	6.280246682805788e-12
-6	s1	0.04575586181406916
-6	s2	1.0131598251739255e-11
2	s0	5.804929277708501e-07
2	s1	6.520452233386784e-05
2	s2	0.2875156991872784
