@	@	0.06960870212502866
,	@	0.07718867521379917
L	@	0.06927120113550052
~	@	0.04230699766547407
&	@	0.018547482837703928
S	@	0.0009084374409573686
N	@	0.034306580074883436
A	@	0.03206573522819297
G	@	0.04165500427416933
$	@	0.038125842691609214
V	@	0.04425960843079038
R	@	0.04330561269533975
X	@	0.06064022266836925
E	@	0.056773300017407054
T	@	0.04938609382967967
M	@	0.033957747511361026
D	@	0.023038081215009814
O	@	0.07761222507616612
Z	@	0.026600407585037286
!	@	0.017437537388328452
^	@	0.005244655662113343
U	@	0.07833070753493888
P	@	0.010189570224604658
Y	@	0.02567248864965624
#	@	0.005653850594374572
-END-STATE-	@	0.01791323222950486
@	,	0.02990101832068014
,	,	0.06807233604458286
L	,	0.026241711792562458
~	,	0.07480284356829696
&	,	0.0021825236782292497
S	,	0.026714428377937426
N	,	0.028938130976370154
A	,	0.05804659398971368
G	,	0.07131276201820991
$	,	0.02428405128255607
V	,	0.03285143237731367
R	,	0.020520620661247463
X	,	0.060849243356285575
E	,	0.048481446920404875
T	,	0.005217791565254268
M	,	0.04585361679533962
D	,	0.060432874584969064
O	,	0.002431381047171752
Z	,	0.03459640686308134
!	,	0.060022530365324525
^	,	0.07509507281414356
U	,	0.044358703587946795
P	,	0.002955828562284721
Y	,	0.03391086265398106
#	,	0.014293828147942503
-END-STATE-	,	0.04763195964817025
@	L	0.017160391130910682
,	L	0.012032010836179153
L	L	0.04272961189349778
~	L	0.008000623531774295
&	L	0.058271841446343856
S	L	0.07488827864144287
N	L	0.07518054264871889
A	L	0.029865897448630267
G	L	0.04748008413874072
$	L	0.05275867713838887
V	L	0.040692224875972585
R	L	0.037529181987927394
X	L	0.0007071031342469233
E	L	0.005411205410871617
T	L	0.034653969933750056
M	L	0.03438916566366371
D	L	0.014814552053687605
O	L	0.04221643747514778
Z	L	0.04774595712374323
!	L	0.05745621520606345
^	L	0.02441912723283798
U	L	0.03222949688365064
P	L	0.06557408716766178
Y	L	0.04679309605011061
#	L	0.05630785329682016
-END-STATE-	L	0.040692367649217014
@	~	0.055279551072866084
,	~	0.04799493677978787
L	~	0.057690361079958376
~	~	0.013546464578237213
&	~	0.019881501982417754
S	~	0.031687082989570306
N	~	0.032872539878543376
A	~	0.04046935942515976
G	~	0.05453858813548463
$	~	0.03514478291094611
V	~	0.06254810388792208
R	~	0.0481751083241331
X	~	0.011904666895977675
E	~	0.04127180476794821
T	~	0.03744634224395145
M	~	0.05084039700569388
D	~	0.05372016246577312
O	~	0.01988751909877616
Z	~	0.0092159954158865
!	~	0.0423155448553289
^	~	0.0005533121578320637
U	~	0.05251721756774402
P	~	0.033436808580603807
Y	~	0.06640503298293289
#	~	0.06553407750356217
-END-STATE-	~	0.015122737412962552
@	&	0.06172081812305766
,	&	0.05902386374397409
L	&	0.017147222204175305
~	&	0.04769830575386226
&	&	0.07095861681264465
S	&	0.05312385430166288
N	&	0.006944185035392312
A	&	0.036352201190467455
G	&	0.03357491328586403
$	&	5.40185554851681e-05
V	&	0.07181316188880811
R	&	0.06372957958669404
X	&	0.0157730867399806
E	&	0.04396032022499265
T	&	0.03427152523005664
M	&	0.026077187962441354
