!	!	0.08421305182341651
#	!	0.005038387715930902
$	!	0.00023992322456813821
&	!	0.00023992322456813821
,	!	0.3241362763915547
-END-STATE-	!	0.1729846449136276
@	!	0.007437619961612284
A	!	0.019433781190019192
D	!	0.04102687140115163
E	!	0.02903071017274472
G	!	0.007437619961612284
L	!	0.02903071017274472
M	!	0.00023992322456813821
N	!	0.03622840690978887
O	!	0.09141074856046065
P	!	0.0314299424184261
R	!	0.021833013435700575
S	!	0.00023992322456813821
T	!	0.00023992322456813821
U	!	0.007437619961612284
V	!	0.04102687140115163
X	!	0.00023992322456813821
Y	!	0.00023992322456813821
Z	!	0.00023992322456813821
^	!	0.03622840690978887
~	!	0.012236084452975048
!	#	0.012295081967213115
#	#	0.2933255269320843
$	#	0.012295081967213115
&	#	0.000585480093676815
,	#	0.08840749414519905
-END-STATE-	#	0.39871194379391095
@	#	0.006440281030444965
A	#	0.000585480093676815
D	#	0.006440281030444965
E	#	0.012295081967213115
G	#	0.02400468384074941
L	#	0.000585480093676815
M	#	0.000585480093676815
N	#	0.018149882903981264
O	#	0.012295081967213115
P	#	0.018149882903981264
R	#	0.006440281030444965
S	#	0.000585480093676815
T	#	0.000585480093676815
U	#	0.02400468384074941
V	#	0.012295081967213115
X	#	0.000585480093676815
Y	#	0.000585480093676815
Z	#	0.000585480093676815
^	#	0.018149882903981264
~	#	0.02985948477751756
!	$	0.00938337801608579
#	$	0.00044682752457551384
$	$	0.018319928507596065
&	$	0.00938337801608579
,	$	0.22386058981233242
-END-STATE-	$	0.054066130473637175
@	$	0.00044682752457551384
A	$	0.06300268096514745
D	$	0.00044682752457551384
E	$	0.00044682752457551384
G	$	0.00938337801608579
L	$	0.00044682752457551384
M	$	0.004915102770330653
N	$	0.2908847184986595
O	$	0.022788203753351204
P	$	0.1613047363717605
R	$	0.022788203753351204
S	$	0.004915102770330653
T	$	0.00044682752457551384
U	$	0.004915102770330653
V	$	0.03172475424486148
X	$	0.00044682752457551384
Y	$	0.00044682752457551384
Z	$	0.00044682752457551384
^	$	0.054066130473637175
~	$	0.00938337801608579
!	&	0.012311358220810167
#	&	0.0003971405877680699
$	&	0.03216838760921366
&	&	0.0003971405877680699
,	&	0.008339952343129467
-END-STATE-	&	0.0003971405877680699
@	&	0.016282764098490863
A	&	0.07585385226370135
D	&	0.09173947577442415
E	&	0.0003971405877680699
G	&	0.004368546465448769
L	&	0.05599682287529785
M	&	0.0003971405877680699
N	&	0.16719618745035741
O	&	0.15925337569499604
P	&	0.020254169976171563
R	&	0.06393963463065926
S	&	0.0003971405877680699
T	&	0.0003971405877680699
U	&	0.004368546465448769
V	&	0.20691024622716442
X	&	0.0003971405877680699
Y	&	0.0003971405877680699
Z	&	0.0003971405877680699
^	&	0.07585385226370135
~	&	0.0003971405877680699
!	,	0.06012555471371361
#	,	0.022242666955298192
$	,	0.01845437817945665
&	,	0.02765450806364325
,	,	0.026030955731139734
-END-STATE-	,	0.22139841974239638
@	,	0.013042537071111594
A	,	0.030901612728650288
D	,	0.035231085615326334
E	,	0.02548977162030523
G	,	0.01737200995778764
L	,	0.042807663167009416
M	,	5.41184110834506e-05
N	,	0.06445502760038965
O	,	0.07527870981707976
P	,	0.030901612728650288
R	,	0.043890031388678426
S	,	5.41184110834506e-05
T	,	5.41184110834506e-05
U	,	0.05254897716203052
V	,	0.10342028358047407
X	,	0.0016776707435869683
Y	,	0.0005953025219179566
Z	,	0.0016776707435869683
^	,	0.061207922935382617
~	,	0.023325035176967206
!	-START-STATE-	0.05897807573835839
#	-START-STATE-	0.01820982061967748
$	-START-STATE-	0.007338285921362566
&	-START-STATE-	0.002808479797064686
,	-START-STATE-	0.014585975720239175
@	-START-STATE-	0.3026816452255844
A	-START-STATE-	0.035423083892009426
D	-START-STATE-	0.029987316542851968
E	-START-STATE-	0.008244247146222142
G	-START-STATE-	0.007338285921362566
L	-START-STATE-	0.036329045116869
M	-START-STATE-	0.0009965573473455338
N	-START-STATE-	0.05716615328863925
O	-START-STATE-	0.07256749411125203
P	-START-STATE-	0.019115781844537057
R	-START-STATE-	0.030893277767711544
S	-START-STATE-	0.002808479797064686
T	-START-STATE-	9.059612248595761e-05
U	-START-STATE-	0.002808479797064686
V	-START-STATE-	0.07890922268526906
X	-START-STATE-	0.0019025185722051099
Y	-START-STATE-	9.059612248595761e-05
Z	-START-STATE-	0.0009965573473455338
^	-START-STATE-	0.066225765537235
~	-START-STATE-	0.14323246965029895
!	@	0.12886199794026776
#	@	0.011714727085478887
$	@	0.006565396498455201
&	@	0.013002059732234809
,	@	0.051622039134912465
-END-STATE-	@	0.031024716786817716
@	@	0.09925334706488156
A	@	0.022013388259526263
D	@	0.016864057672502576
E	@	0.009140061791967044
G	@	0.009140061791967044
L	@	0.031024716786817716
M	@	0.0001287332646755922
N	@	0.04261071060762101
O	@	0.0902420185375901
P	@	0.02587538619979403
R	@	0.04003604531410917
S	@	0.001416065911431514
T	@	0.0001287332646755922
U	@	0.018151390319258498
V	@	0.0773686920700309
X	@	0.002703398558187436
Y	@	0.0001287332646755922
Z	@	0.0001287332646755922
^	@	0.028450051493305872
~	@	0.24214727085478888
!	A	0.011521904279564447
#	A	0.0013927576601671311
$	A	0.0203849075715371
&	A	0.03304634084578375
,	A	0.1520638136237022
-END-STATE-	A	0.03431248417320841
@	A	0.0026589009875917957
A	A	0.03178019751835908
D	A	0.010255760952139783
E	A	0.0026589009875917957
G	A	0.0051911876424411245
L	A	0.007723474297290454
M	A	0.00012661433274246646
N	A	0.46733350215244374
O	A	0.014054190934413777
P	A	0.11914408711066092
R	A	0.021651050898961764
S	A	0.00012661433274246646
T	A	0.0013927576601671311
U	A	0.00392504431501646
V	A	0.01785262091668777
X	A	0.00012661433274246646
Y	A	0.00012661433274246646
Z	A	0.00012661433274246646
^	A	0.03304634084578375
~	A	0.007723474297290454
!	D	0.001076531610882756
#	D	0.001076531610882756
$	D	0.013799177921315325
&	D	0.001076531610882756
,	D	0.022607163828537877
-END-STATE-	D	0.004012526913290272
@	D	0.003033861812487767
A	D	0.18310824036014875
D	D	0.008905852417302799
E	D	0.0020551967116852615
G	D	0.006948522215697788
L	D	0.0020551967116852615
M	D	9.786651008025055e-05
N	D	0.5833822665883736
O	D	0.005969857114895283
P	D	0.01282051282051282
R	D	0.01575650812292034
S	D	0.005969857114895283
T	D	0.003033861812487767
U	D	0.0020551967116852615
V	D	0.02847915443335291
X	D	9.786651008025055e-05
Y	D	9.786651008025055e-05
Z	D	0.001076531610882756
^	D	0.08817772558230573
~	D	0.003033861812487767
